x,y,Width,Height,Score,Label,Person,Image
2030,484,874,582,0.33074,eyeball,Person13,Person13_25
2030,608,242,602,0.28866,pinkCandle,Person13,Person13_25
1425,954,1439,713,0.42211,redWhistle,Person13,Person13_25
1694,203,390,1673,0.33592,sign,Person13,Person13_25
2016,778,861,255,0.34596,blueSunglasses,Person13,Person13_25
2003,438,874,673,0.49267,stickerBox,Person13,Person13_25
1533,294,1250,935,0.56375,cloudSign,Person13,Person13_26
1761,131,767,471,0.4161,eyeball,Person13,Person13_26
1398,72,1506,863,0.26621,partyFavor,Person13,Person13_26
2151,889,565,595,0.5274,pinkCandle,Person13,Person13_26
1896,373,1103,1595,0.57569,sign,Person13,Person13_26
1465,406,1412,425,0.27234,blueSunglasses,Person13,Person13_26
417,419,1170,713,0.37393,hairClip,Person13,Person13_26
928,196,1896,1111,0.38461,birdCall,Person13,Person13_27
1049,7,1640,994,0.45965,cloudSign,Person13,Person13_27
1116,190,1573,850,0.28084,cupcakePaper,Person13,Person13_27
1828,726,646,340,0.42989,eyeball,Person13,Person13_27
1385,504,1546,811,0.4173,metalKey,Person13,Person13_27
1264,66,1183,876,0.39908,partyFavor,Person13,Person13_27
1654,210,431,562,0.43665,pinkCandle,Person13,Person13_27
982,412,1775,1000,0.25398,pumpkinNotes,Person13,Person13_27
1492,7,753,1320,0.34146,sign,Person13,Person13_27
1465,660,1412,504,0.5989,blueSunglasses,Person13,Person13_27
1304,523,1116,791,0.53503,hairClip,Person13,Person13_27
2809,1588,431,321,0.37051,lavenderDie,Person13,Person13_27
632,713,3078,1255,0.41094,yellowBag,Person13,Person13_27
646,667,1882,1033,0.25358,birdCall,Person13,Person13_28
1049,654,1022,732,0.31248,cloudSign,Person13,Person13_28
1264,961,1183,458,0.57662,eyeball,Person13,Person13_28
1721,784,283,549,0.36569,pinkCandle,Person13,Person13_28
1049,719,1076,686,0.54162,hairClip,Person13,Person13_28
1425,621,2621,1346,0.283,yellowBag,Person13,Person13_28
431,1052,2299,915,0.50257,birdCall,Person13,Person13_29
888,673,1358,987,0.35798,cloudSign,Person13,Person13_29
820,634,1573,1105,0.31577,cupcakePaper,Person13,Person13_29
14,7,3145,1751,0.59966,paperPlate,Person13,Person13_29
256,7,2111,1301,0.46146,pumpkinNotes,Person13,Person13_29
471,33,511,1934,0.2795,sign,Person13,Person13_29
605,275,1936,1516,0.3581,vancouverCards,Person13,Person13_29
592,1346,1412,523,0.46104,blueSunglasses,Person13,Person13_29
1129,7,1452,1176,0.30359,stickerBox,Person13,Person13_29
1143,85,1479,784,0.51344,birdCall,Person13,Person13_3
2258,445,1546,915,0.39744,cloudSign,Person13,Person13_3
1734,27,793,654,0.30325,eyeball,Person13,Person13_3
2756,745,525,608,0.36334,pinkCandle,Person13,Person13_3
914,85,1896,804,0.3354,pumpkinNotes,Person13,Person13_3
1103,1013,1492,608,0.44297,redWhistle,Person13,Person13_3
2460,392,1129,1575,0.41109,sign,Person13,Person13_3
1600,92,1116,504,0.41435,blueSunglasses,Person13,Person13_3
2568,575,928,686,0.46329,hairClip,Person13,Person13_3
2796,739,471,327,0.29099,lavenderDie,Person13,Person13_3
2339,713,1707,1216,0.36078,yellowBag,Person13,Person13_3
1170,504,1990,1065,0.46752,cloudSign,Person13,Person13_30
1734,700,336,700,0.27876,pinkCandle,Person13,Person13_30
1277,608,1801,1144,0.26626,pumpkinNotes,Person13,Person13_30
1546,59,1183,869,0.26616,redWhistle,Person13,Person13_30
565,7,1465,1843,0.41688,sign,Person13,Person13_30
1385,1039,1533,288,0.38688,blueSunglasses,Person13,Person13_30
1734,706,834,713,0.41806,stickerBox,Person13,Person13_30
2272,7,1775,1660,0.33674,canadaPencil,Person13,Person13_31
2527,125,941,700,0.38472,cloudSign,Person13,Person13_31
2420,7,1170,536,0.38036,eyeball,Person13,Person13_31
1385,641,377,530,0.44274,pinkCandle,Person13,Person13_31
2057,7,1949,876,0.37136,pumpkinNotes,Person13,Person13_31
699,556,1183,700,0.31834,redWhistle,Person13,Person13_31
767,686,1062,1281,0.41723,sign,Person13,Person13_31
2272,92,1492,504,0.376,blueSunglasses,Person13,Person13_31
726,549,1156,745,0.72275,hairClip,Person13,Person13_31
2648,7,1318,1111,0.25555,stickerBox,Person13,Person13_31
686,686,2944,1281,0.25373,yellowBag,Person13,Person13_31
229,438,1560,1209,0.44627,birdCall,Person13,Person13_32
363,641,1264,791,0.40878,cloudSign,Person13,Person13_32
1277,1085,1237,497,0.33211,eyeball,Person13,Person13_32
1062,562,471,706,0.37234,pinkCandle,Person13,Person13_32
780,765,1613,1203,0.25857,pumpkinNotes,Person13,Person13_32
3092,360,955,1608,0.4709,sign,Person13,Person13_32
767,229,1089,1379,0.3189,trophy,Person13,Person13_32
646,830,1331,432,0.34443,blueSunglasses,Person13,Person13_32
404,660,1224,811,0.66194,hairClip,Person13,Person13_32
995,7,2877,1340,0.25382,yellowBag,Person13,Person13_32
1089,7,2137,1085,0.46297,birdCall,Person13,Person13_33
2097,151,1277,922,0.3625,cloudSign,Person13,Person13_33
2500,432,1035,399,0.429,eyeball,Person13,Person13_33
1936,183,1586,896,0.47323,metalKey,Person13,Person13_33
81,967,1855,1000,0.29337,pumpkinNotes,Person13,Person13_33
753,314,1613,1216,0.26654,trophy,Person13,Person13_33
1277,373,1210,504,0.38834,blueSunglasses,Person13,Person13_33
1022,27,1170,686,0.45431,hairClip,Person13,Person13_33
14,843,2702,1124,0.29332,yellowBag,Person13,Person13_33
1103,477,1560,850,0.31878,birdCall,Person13,Person13_34
914,582,1344,896,0.37976,cloudSign,Person13,Person13_34
1103,758,968,301,0.33691,eyeball,Person13,Person13_34
753,334,1627,896,0.35161,partyFavor,Person13,Person13_34
1439,752,310,569,0.27174,pinkCandle,Person13,Person13_34
2124,386,1922,1294,0.32665,pumpkinNotes,Person13,Person13_34
646,438,1318,1529,0.36175,sign,Person13,Person13_34
14,582,1815,1203,0.53118,silverStraw,Person13,Person13_34
1049,523,1116,798,0.44528,hairClip,Person13,Person13_34
1156,980,847,680,0.34546,cloudSign,Person13,Person13_35
1304,909,1089,549,0.36862,eyeball,Person13,Person13_35
2258,7,1788,1366,0.30114,pumpkinNotes,Person13,Person13_35
2124,7,1922,1438,0.34348,yellowBag,Person13,Person13_35
1506,334,1331,634,0.46935,eyeball,Person13,Person13_36
41,451,1371,1516,0.58794,sign,Person13,Person13_36
740,719,1049,602,0.25473,cloudSign,Person13,Person13_37
1116,837,928,438,0.50292,eyeball,Person13,Person13_37
726,7,1143,1248,0.54531,sign,Person13,Person13_37
888,1065,820,242,0.41131,blueSunglasses,Person13,Person13_37
753,673,1103,784,0.48931,hairClip,Person13,Person13_37
1049,896,471,308,0.56919,lavenderDie,Person13,Person13_37
1976,647,2070,1320,0.40382,yellowBag,Person13,Person13_37
753,654,1089,778,0.43724,cloudSign,Person13,Person13_4
726,588,1170,667,0.26961,cupcakePaper,Person13,Person13_4
1089,353,982,562,0.36689,eyeball,Person13,Person13_4
1439,595,336,634,0.34561,pinkCandle,Person13,Person13_4
1035,778,1076,242,0.3192,blueSunglasses,Person13,Person13_4
1035,549,1076,713,0.37487,stickerBox,Person13,Person13_4
1788,7,2258,1235,0.34652,yellowBag,Person13,Person13_4
41,406,1922,980,0.49423,cloudSign,Person13,Person13_5
1533,889,1237,856,0.26459,cupcakePaper,Person13,Person13_5
1062,588,1008,373,0.35311,eyeball,Person13,Person13_5
484,242,1600,1052,0.29724,metalKey,Person13,Person13_5
457,157,1654,967,0.34992,partyFavor,Person13,Person13_5
3078,732,457,641,0.28778,pinkCandle,Person13,Person13_5
1143,654,1452,504,0.41019,blueSunglasses,Person13,Person13_5
605,464,847,634,0.4445,hairClip,Person13,Person13_5
3374,1444,404,321,0.25176,lavenderDie,Person13,Person13_5
605,706,1922,1242,0.47983,birdCall,Person13,Person13_6
242,994,2111,941,0.30291,metalKey,Person13,Person13_6
1936,268,417,719,0.39512,pinkCandle,Person13,Person13_6
1721,249,874,1562,0.44142,sign,Person13,Person13_6
686,210,1815,562,0.42712,blueSunglasses,Person13,Person13_6
1210,1059,1344,856,0.62551,hairClip,Person13,Person13_6
1304,915,1089,798,0.37934,cloudSign,Person13,Person13_7
1224,575,1869,1392,0.40116,pumpkinNotes,Person13,Person13_7
834,582,2057,1386,0.29256,trophy,Person13,Person13_7
1492,125,1318,726,0.25781,cupcakePaper,Person13,Person13_8
511,1386,955,445,0.35543,eyeball,Person13,Person13_8
202,987,431,700,0.2675,pinkCandle,Person13,Person13_8
2635,7,1344,1007,0.45363,sign,Person13,Person13_8
1412,902,861,817,0.36574,cloudSign,Person13,Person13_9
1506,347,1291,582,0.3109,eyeball,Person13,Person13_9
713,223,2312,1601,0.28308,paperPlate,Person13,Person13_9
780,138,2151,1536,0.48046,pumpkinNotes,Person13,Person13_9
14,543,1412,1000,0.28841,silverStraw,Person13,Person13_9
1331,1170,1062,308,0.30401,blueSunglasses,Person13,Person13_9
1156,517,1439,1078,0.49712,stickerBox,Person13,Person13_9
148,6,648,902,0.28027,birdCall,Person14,Person14_1
396,406,480,880,0.26069,cloudSign,Person14,Person14_1
336,918,260,326,0.31266,eyeball,Person14,Person14_1
844,608,292,998,0.31406,sign,Person14,Person14_1
80,1227,272,155,0.25643,blueSunglasses,Person14,Person14_1
228,422,836,1184,0.27714,canadaPencil,Person14,Person14_10
216,646,520,646,0.31742,metalKey,Person14,Person14_10
404,720,144,502,0.30752,pinkCandle,Person14,Person14_10
452,192,552,1072,0.79328,pumpkinNotes,Person14,Person14_11
516,784,432,134,0.28801,blueSunglasses,Person14,Person14_11
296,758,520,848,0.46585,birdCall,Person14,Person14_12
236,182,460,1115,0.45865,cloudSign,Person14,Person14_12
76,347,436,352,0.25291,eyeball,Person14,Person14_12
508,416,68,432,0.28196,pinkCandle,Person14,Person14_12
264,662,580,944,0.68242,pumpkinNotes,Person14,Person14_12
476,1062,340,256,0.30517,blueSunglasses,Person14,Person14_12
768,566,436,806,0.32405,birdCall,Person14,Person14_13
592,544,96,427,0.31076,pinkCandle,Person14,Person14_13
280,64,556,1344,0.34537,sign,Person14,Person14_13
128,6,856,934,0.29971,yellowBag,Person14,Person14_13
852,1030,284,368,0.2564,eyeball,Person14,Person14_14
56,1008,496,598,0.27529,trophy,Person14,Person14_14
756,6,448,704,0.58566,birdCall,Person14,Person14_15
848,6,268,528,0.26327,cloudSign,Person14,Person14_15
480,784,492,822,0.27399,cupcakePaper,Person14,Person14_15
228,427,304,390,0.39375,eyeball,Person14,Person14_15
212,6,696,1030,0.2795,canadaPencil,Person14,Person14_16
60,934,480,299,0.37337,blueSunglasses,Person14,Person14_16
548,944,532,662,0.25232,birdCall,Person14,Person14_17
428,326,76,614,0.45448,pinkCandle,Person14,Person14_17
64,566,296,598,0.26464,hairClip,Person14,Person14_17
198,520,400,416,0.27516,eyeball,Person14,Person14_18
304,4,166,224,0.39624,lavenderDie,Person14,Person14_18
6,4,907,812,0.31458,yellowBag,Person14,Person14_18
704,587,500,992,0.2716,cupcakePaper,Person14,Person14_19
488,390,304,1216,0.25418,sign,Person14,Person14_19
736,310,156,411,0.2845,pinkCandle,Person14,Person14_3
412,619,112,240,0.55948,lavenderDie,Person14,Person14_3
376,139,708,1200,0.29667,yellowBag,Person14,Person14_3
280,614,560,939,0.28156,birdCall,Person14,Person14_4
380,838,340,278,0.37844,eyeball,Person14,Person14_4
464,48,184,470,0.30442,pinkCandle,Person14,Person14_4
936,6,264,1536,0.41641,sign,Person14,Person14_4
680,219,524,1254,0.25641,silverStraw,Person14,Person14_4
312,742,316,208,0.26127,blueSunglasses,Person14,Person14_4
568,944,132,283,0.49701,lavenderDie,Person14,Person14_4
292,491,360,736,0.36114,stickerBox,Person14,Person14_4
364,6,840,1003,0.38769,yellowBag,Person14,Person14_4
456,656,376,608,0.34578,cloudSign,Person14,Person14_5
472,662,324,379,0.5376,eyeball,Person14,Person14_5
444,758,376,416,0.49805,redWhistle,Person14,Person14_5
140,6,320,1110,0.51523,sign,Person14,Person14_5
80,6,600,1099,0.28283,silverStraw,Person14,Person14_5
496,870,292,192,0.3975,blueSunglasses,Person14,Person14_5
512,704,260,539,0.28299,hairClip,Person14,Person14_5
580,758,96,192,0.28729,lavenderDie,Person14,Person14_5
480,715,336,528,0.28989,stickerBox,Person14,Person14_5
620,6,584,1003,0.31903,yellowBag,Person14,Person14_5
444,320,392,838,0.5377,cloudSign,Person14,Person14_6
416,438,284,379,0.26475,eyeball,Person14,Person14_6
584,384,112,491,0.32725,pinkCandle,Person14,Person14_6
372,342,540,555,0.25077,pumpkinNotes,Person14,Person14_6
472,427,352,1179,0.28388,sign,Person14,Person14_6
464,534,364,182,0.3775,blueSunglasses,Person14,Person14_6
552,368,176,534,0.29654,stickerBox,Person14,Person14_6
272,358,388,731,0.28947,cloudSign,Person14,Person14_7
312,459,304,347,0.38642,eyeball,Person14,Person14_7
416,774,280,139,0.36831,blueSunglasses,Person14,Person14_7
108,59,736,1099,0.33985,canadaPencil,Person14,Person14_8
128,1051,328,491,0.31123,cloudSign,Person14,Person14_8
152,720,288,534,0.25874,eyeball,Person14,Person14_8
204,240,536,774,0.28827,metalKey,Person14,Person14_8
292,224,184,587,0.30615,pinkCandle,Person14,Person14_8
196,6,376,1339,0.3573,sign,Person14,Person14_8
32,64,868,1110,0.29802,silverStraw,Person14,Person14_8
188,112,744,1222,0.45474,canadaPencil,Person14,Person14_9
452,459,364,534,0.27932,cloudSign,Person14,Person14_9
328,363,628,752,0.47351,metalKey,Person14,Person14_9
180,230,928,1030,0.28161,noisemaker,Person14,Person14_9
152,192,464,891,0.3041,partyFavor,Person14,Person14_9
384,336,176,592,0.36838,pinkCandle,Person14,Person14_9
192,6,392,1366,0.40451,sign,Person14,Person14_9
4,6,600,934,0.30253,noisemaker,Person15,Person15_1
636,763,540,843,0.3176,pumpkinNotes,Person15,Person15_1
900,6,304,955,0.34451,sign,Person15,Person15_1
360,352,568,784,0.36464,birdCall,Person15,Person15_10
452,427,368,614,0.38013,cloudSign,Person15,Person15_10
828,6,312,342,0.40912,eyeball,Person15,Person15_10
272,795,568,811,0.31217,pumpkinNotes,Person15,Person15_10
452,427,384,651,0.39599,trophy,Person15,Person15_10
544,603,364,262,0.30932,blueSunglasses,Person15,Person15_10
344,464,428,768,0.3196,birdCall,Person15,Person15_11
328,6,116,438,0.33105,pinkCandle,Person15,Person15_11
240,6,292,1110,0.58796,sign,Person15,Person15_11
508,870,100,198,0.37695,lavenderDie,Person15,Person15_11
340,6,780,1014,0.3681,yellowBag,Person15,Person15_11
676,160,268,240,0.50719,eyeball,Person15,Person15_12
4,6,788,1168,0.29638,yellowBag,Person15,Person15_12
-1,-1,2437,1936,0.32095,birdCall,Person15,Person15_13
-1,-1,1210,1060,0.28255,cloudSign,Person15,Person15_13
-1,-1,1227,795,0.44348,eyeball,Person15,Person15_13
-1,-1,2212,1752,0.48049,metalKey,Person15,Person15_13
-1,-1,2160,1867,0.549,pumpkinNotes,Person15,Person15_13
-1,-1,1919,1521,0.32624,trophy,Person15,Person15_13
-1,-1,2126,1152,0.46949,blueSunglasses,Person15,Person15_13
-1,-1,1296,1279,0.46236,hairClip,Person15,Person15_13
-1,-1,1158,1567,0.41891,stickerBox,Person15,Person15_13
56,859,308,640,0.39154,cloudSign,Person15,Person15_2
4,6,516,1078,0.29212,noisemaker,Person15,Person15_2
680,22,96,768,0.2657,pinkCandle,Person15,Person15_2
744,38,460,944,0.25232,yellowBag,Person15,Person15_2
4,6,436,827,0.36188,birdCall,Person15,Person15_3
580,790,120,587,0.29104,pinkCandle,Person15,Person15_3
416,6,464,662,0.25546,pumpkinNotes,Person15,Person15_3
476,224,328,1382,0.61677,sign,Person15,Person15_3
124,320,528,843,0.26695,pumpkinNotes,Person15,Person15_4
236,624,472,982,0.56268,sign,Person15,Person15_4
1024,262,92,267,0.4553,lavenderDie,Person15,Person15_4
388,107,504,806,0.3356,birdCall,Person15,Person15_5
352,134,232,502,0.37299,cloudSign,Person15,Person15_5
196,102,216,384,0.33192,eyeball,Person15,Person15_5
428,880,588,726,0.29632,redWhistle,Person15,Person15_5
456,326,376,630,0.46181,hairClip,Person15,Person15_5
244,144,104,267,0.41534,lavenderDie,Person15,Person15_5
4,155,592,1168,0.35987,yellowBag,Person15,Person15_5
316,6,484,688,0.32755,birdCall,Person15,Person15_6
644,731,356,502,0.30745,eyeball,Person15,Person15_6
128,6,176,1115,0.2789,sign,Person15,Person15_6
412,128,292,555,0.39603,hairClip,Person15,Person15_6
824,950,124,246,0.49125,lavenderDie,Person15,Person15_6
4,422,624,1184,0.38175,yellowBag,Person15,Person15_7
416,448,620,811,0.43095,birdCall,Person15,Person15_9
188,256,224,704,0.28106,cloudSign,Person15,Person15_9
516,438,260,406,0.25501,eyeball,Person15,Person15_9
456,198,544,1094,0.35399,pumpkinNotes,Person15,Person15_9
500,283,448,923,0.25381,trophy,Person15,Person15_9
552,496,352,251,0.29442,blueSunglasses,Person15,Person15_9
552,132,1479,1654,0.26546,cloudSign,Person16,Person16_1
1936,242,995,595,0.37741,eyeball,Person16,Person16_1
1170,1563,1976,1422,0.30332,metalKey,Person16,Person16_1
54,1664,1896,1371,0.45555,partyFavor,Person16,Person16_1
1949,1764,390,998,0.26103,pinkCandle,Person16,Person16_1
1089,615,995,2410,0.495,sign,Person16,Person16_1
861,1402,901,847,0.274,eyeball,Person16,Person16_10
619,1150,1358,1361,0.25933,metalKey,Person16,Person16_10
847,1049,1465,1140,0.396,metalKey,Person16,Person16_2
1694,686,336,575,0.49177,pinkCandle,Person16,Person16_2
202,2440,484,484,0.30989,lavenderDie,Person16,Person16_2
14,1109,2648,1926,0.51237,yellowBag,Person16,Person16_2
14,232,1533,1885,0.25314,cupcakePaper,Person16,Person16_3
2258,303,363,928,0.26862,pinkCandle,Person16,Person16_3
1855,11,1183,2047,0.63764,sign,Person16,Person16_3
2500,1361,431,484,0.27918,lavenderDie,Person16,Person16_3
14,11,2393,2359,0.30378,yellowBag,Person16,Person16_3
1506,1129,1882,1815,0.49701,birdCall,Person16,Person16_4
2016,1240,861,1150,0.2872,cloudSign,Person16,Person16_4
1896,1573,1103,525,0.26092,eyeball,Person16,Person16_4
982,11,1224,2793,0.56342,sign,Person16,Person16_4
1815,1260,1250,686,0.33248,blueSunglasses,Person16,Person16_4
2500,1351,390,504,0.25347,lavenderDie,Person16,Person16_4
242,1392,2137,1644,0.30012,birdCall,Person16,Person16_5
310,1734,1371,1301,0.35585,cloudSign,Person16,Person16_5
2245,232,1801,2299,0.46634,pumpkinNotes,Person16,Person16_5
2823,1019,1224,2016,0.42054,sign,Person16,Person16_5
941,1220,1291,1633,0.39773,cloudSign,Person16,Person16_6
1076,706,1573,1412,0.25652,partyFavor,Person16,Person16_6
2514,1230,417,1250,0.37031,pinkCandle,Person16,Person16_6
1842,716,646,2178,0.25861,sign,Person16,Person16_6
1465,1694,1385,686,0.27574,blueSunglasses,Person16,Person16_6
565,1583,1465,1452,0.45919,birdCall,Person16,Person16_7
2232,736,968,1281,0.28069,cloudSign,Person16,Person16_7
2205,101,498,888,0.26786,pinkCandle,Person16,Person16_7
1224,232,1264,1019,0.51023,redWhistle,Person16,Person16_7
1815,11,1277,2047,0.40116,sign,Person16,Person16_7
2635,11,1358,1996,0.43926,sign,Person16,Person16_8
955,1835,1842,1200,0.33116,birdCall,Person16,Person16_9
1089,2057,982,807,0.43103,cloudSign,Person16,Person16_9
1022,2087,1156,797,0.3727,eyeball,Person16,Person16_9
1439,565,1425,1240,0.49202,metalKey,Person16,Person16_9
995,1775,1748,1260,0.31493,partyFavor,Person16,Person16_9
1533,1059,686,1129,0.40656,pinkCandle,Person16,Person16_9
1546,444,1250,2319,0.48377,sign,Person16,Person16_9
1197,1845,1344,827,0.35555,blueSunglasses,Person16,Person16_9
1963,494,928,988,0.67681,hairClip,Person16,Person16_9
1224,1885,767,1150,0.39057,stickerBox,Person16,Person16_9
1600,1641,272,759,0.38198,pinkCandle,Person17,Person17_1
1317,939,871,1518,0.59372,sign,Person17,Person17_1
1078,1118,871,1037,0.34184,cloudSign,Person17,Person17_10
1360,931,784,784,0.26979,eyeball,Person17,Person17_10
1284,245,1382,1420,0.27789,pumpkinNotes,Person17,Person17_10
1469,841,1023,572,0.29864,blueSunglasses,Person17,Person17_10
1056,1118,893,1029,0.30354,cloudSign,Person17,Person17_11
1034,1069,969,1151,0.40944,cloudSign,Person17,Person17_12
1589,931,795,392,0.26617,blueSunglasses,Person17,Person17_12
11,376,1654,1494,0.30205,yellowBag,Person17,Person17_13
670,1480,963,1491,0.27816,birdCall,Person17,Person17_14
1861,566,596,1382,0.28132,cloudSign,Person17,Person17_14
2546,1143,708,988,0.26887,cloudSign,Person17,Person17_15
